4.116554e+01,4.031043e+01,5.460741e+01,6.280407e+01,7.374619e+01,7.091763e+01,8.572237e+01,8.219962e+01,1.018973e+02,9.800525e+01,1.040663e+02,1.009508e+02,1.202085e+02,1.144472e+02,1.196459e+02,1.280558e+02,1.330853e+02,1.186906e+02,1.325983e+02,1.288679e+02,1.259703e+02,1.165699e+02,1.225895e+02,1.189634e+02,1.070040e+02,1.001364e+02,1.017854e+02,1.019307e+02,8.966253e+01,9.009648e+01,8.948976e+01,1.363719e-16,
4.368240e+01,4.839692e+01,6.111734e+01,6.620190e+01,7.451137e+01,7.887232e+01,8.587389e+01,9.372960e+01,9.355636e+01,1.025966e+02,1.039791e+02,1.219500e+02,1.155914e+02,1.192207e+02,1.290183e+02,1.356679e+02,1.282737e+02,1.422542e+02,1.372988e+02,1.233043e+02,1.306176e+02,1.303853e+02,1.274572e+02,1.228202e+02,1.149625e+02,1.090872e+02,1.013061e+02,1.010812e+02,9.334022e+01,9.131242e+01,7.905462e+01,7.501328e+01,
5.714355e+01,5.945964e+01,7.015617e+01,7.223652e+01,8.598901e+01,8.451060e+01,9.912440e+01,1.010068e+02,1.142477e+02,1.122168e+02,1.236270e+02,1.148647e+02,1.349377e+02,1.363382e+02,1.389722e+02,1.335161e+02,1.343358e+02,1.435713e+02,1.400569e+02,1.391710e+02,1.389013e+02,1.308303e+02,1.278870e+02,1.327030e+02,1.268082e+02,1.279592e+02,1.060683e+02,1.121663e+02,1.034646e+02,9.676830e+01,8.659196e+01,8.834031e+01,
5.151756e+01,6.587542e+01,7.345564e+01,7.903164e+01,8.594206e+01,9.243262e+01,9.494062e+01,1.044192e+02,1.141860e+02,1.122473e+02,1.153800e+02,1.280812e+02,1.288430e+02,1.410258e+02,1.398625e+02,1.419051e+02,1.338872e+02,1.420533e+02,1.495292e+02,1.423627e+02,1.433129e+02,1.339594e+02,1.325519e+02,1.383936e+02,1.170422e+02,1.245891e+02,1.187135e+02,1.155591e+02,1.030037e+02,1.008745e+02,9.475410e+01,9.104282e+01,
7.425380e+01,6.270548e+01,7.722785e+01,8.465166e+01,9.543941e+01,8.797349e+01,1.144611e+02,1.139300e+02,1.230369e+02,1.237057e+02,1.254922e+02,1.432406e+02,1.359789e+02,1.452343e+02,1.495298e+02,1.493100e+02,1.584722e+02,1.393177e+02,1.496178e+02,1.495524e+02,1.435260e+02,1.453188e+02,1.326951e+02,1.346225e+02,1.316083e+02,1.297043e+02,1.198137e+02,1.277289e+02,1.073429e+02,9.966739e+01,9.860667e+01,9.931548e+01,
6.806423e+01,7.231416e+01,8.125758e+01,8.785081e+01,9.166222e+01,9.558415e+01,1.132594e+02,1.182253e+02,1.221792e+02,1.276933e+02,1.288261e+02,1.999336e+02,1.298218e+02,1.444506e+02,1.495292e+02,1.416431e+02,1.487435e+02,1.588019e+02,1.486326e+02,1.542423e+02,1.374465e+02,1.340814e+02,1.424333e+02,1.133537e+02,1.302248e+02,1.208953e+02,1.247201e+02,1.260121e+02,1.148511e+02,1.076284e+02,1.022721e+02,1.019331e+02,
8.408491e+01,6.916757e+01,9.239774e+01,9.452135e+01,9.866819e+01,1.081693e+02,1.174909e+02,1.386293e+02,1.303786e+02,1.214989e+02,1.479071e+02,1.445834e+02,1.537009e+02,1.449190e+02,1.595193e+02,1.542728e+02,1.539654e+02,1.568776e+02,1.454138e+02,1.482753e+02,1.124143e+02,1.263001e+02,7.652009e+01,1.204629e+02,1.259764e+02,1.315120e+02,1.290934e+02,1.258729e+02,1.154596e+02,1.171035e+02,1.067492e+02,1.040957e+02,
7.594268e+01,8.259145e+01,8.456315e+01,9.208678e+01,1.015615e+02,1.086715e+02,1.206513e+02,1.272330e+02,1.349781e+02,1.354380e+02,1.416473e+02,1.524905e+02,1.485078e+02,1.537311e+02,1.582209e+02,1.572970e+02,1.478008e+02,1.504262e+02,1.484698e+02,1.213896e+02,1.055762e+02,7.486056e+01,1.153900e+02,6.161558e+01,1.385515e+02,1.308538e+02,1.418217e+02,1.286218e+02,1.197533e+02,1.128422e+02,1.064630e+02,1.066781e+02,
9.015621e+01,7.441927e+01,9.541730e+01,9.618069e+01,1.093910e+02,1.081458e+02,1.300235e+02,1.298044e+02,1.337348e+02,1.355296e+02,1.567565e+02,1.454568e+02,1.544634e+02,1.516354e+02,1.579584e+02,1.725159e+02,1.309825e+02,1.334955e+02,8.113839e+01,7.762943e+01,5.398899e+01,4.593779e+01,3.775406e+01,9.535156e+01,9.349482e+01,1.296444e+02,1.208286e+02,1.373087e+02,1.195205e+02,1.145695e+02,1.074453e+02,1.137971e+02,
7.445576e+01,9.141394e+01,9.403349e+01,9.443233e+01,1.038814e+02,1.201793e+02,1.284616e+02,1.374274e+02,1.325732e+02,1.437465e+02,1.398918e+02,1.485069e+02,1.578644e+02,1.516400e+02,1.552697e+02,1.440585e+02,1.188366e+02,9.037945e+01,7.838122e+01,3.829206e+01,5.132501e+01,3.872313e+01,5.494773e+01,3.209195e+01,1.265140e+02,8.953263e+01,1.330142e+02,1.242789e+02,1.310729e+02,1.220755e+02,1.105109e+02,1.075579e+02,
8.141906e+01,7.868266e+01,9.522811e+01,9.723394e+01,1.120024e+02,1.086586e+02,1.301974e+02,1.318485e+02,1.456869e+02,1.452219e+02,1.481289e+02,1.561020e+02,1.544750e+02,1.314825e+02,1.060767e+02,1.098266e+02,5.315055e+01,5.740733e+01,3.935620e+01,4.123606e+01,2.890166e+01,3.184813e+01,1.178919e+01,4.602908e+01,3.729323e+01,1.176738e+02,1.135782e+02,1.274565e+02,1.153772e+02,1.160699e+02,1.062620e+02,1.053779e+02,
7.578589e+01,7.882574e+01,9.465799e+01,9.894624e+01,1.054035e+02,1.159655e+02,1.292953e+02,1.438665e+02,1.354079e+02,1.596299e+02,1.506548e+02,1.593095e+02,1.384311e+02,1.248732e+02,9.283138e+01,6.568838e+01,5.697419e+01,5.549517e+01,3.081480e+01,3.359909e+01,2.032462e+01,1.301053e+01,1.843029e+01,-7.908955e+00,9.217448e+01,4.678881e+01,1.299853e+02,1.103155e+02,1.214940e+02,1.276621e+02,1.136349e+02,1.029463e+02,
7.732349e+01,7.968250e+01,9.885130e+01,1.006735e+02,1.112981e+02,1.156830e+02,1.362932e+02,1.361195e+02,1.409628e+02,1.391420e+02,1.493680e+02,1.426494e+02,1.461975e+02,8.272455e+01,7.029996e+01,5.259521e+01,4.826998e+01,4.242085e+01,3.935620e+01,1.589315e+01,2.908163e+00,-5.025387e+00,-1.761473e+01,1.018061e+01,1.146368e+01,8.278526e+01,7.431203e+01,1.236309e+02,1.239425e+02,1.319121e+02,1.149081e+02,1.095093e+02,
