-41.16554,-40.31043,-54.60741,-62.80407,-73.74619,-70.91763,-85.72237,-82.19962,-101.8973,-98.00525,-104.0663,-100.9508,-120.2085,-114.4472,-119.6459,-128.0558,-133.0853,-118.6906,-132.5983,-128.8679,-125.9703,-116.5699,-122.5895,-118.9634,-107.004,-100.1364,-101.7854,-101.9307,-89.66253,-90.09648,-89.48976,-1.363719E-16
-43.6824,-48.39692,-61.11734,-66.2019,-74.51137,-78.87232,-85.87389,-93.7296,-93.55636,-102.5966,-103.9791,-121.95,-115.5914,-119.2207,-129.0183,-135.6679,-128.2737,-142.2542,-137.2988,-123.3043,-130.6176,-130.3853,-127.4572,-122.8202,-114.9625,-109.0872,-101.3061,-101.0812,-93.34022,-91.31242,-79.05462,-75.01328
-57.14355,-59.45964,-70.15617,-72.23652,-85.98901,-84.5106,-99.1244,-101.0068,-114.2477,-112.2168,-123.627,-114.8647,-134.9377,-136.3382,-138.9722,-133.5161,-134.3358,-143.5713,-140.0569,-139.171,-138.9013,-130.8303,-127.887,-132.703,-126.8082,-127.9592,-106.0683,-112.1663,-103.4646,-96.7683,-86.59196,-88.34031
-51.51756,-65.87542,-73.45564,-79.03164,-85.94206,-92.43262,-94.94062,-104.4192,-114.186,-112.2473,-115.38,-128.0812,-128.843,-141.0258,-139.8625,-141.9051,-133.8872,-142.0533,-149.5292,-142.3627,-143.3129,-133.9594,-132.5519,-138.3936,-117.0422,-124.5891,-118.7135,-115.5591,-103.0037,-100.8745,-94.7541,-91.04282
-74.2538,-62.70548,-77.22785,-84.65166,-95.43941,-87.97349,-114.4611,-113.93,-123.0369,-123.7057,-125.4922,-143.2406,-135.9789,-145.2343,-149.5298,-149.31,-158.4722,-139.3177,-149.6178,-149.5524,-143.526,-145.3188,-132.6951,-134.6225,-131.6083,-129.7043,-119.8137,-127.7289,-107.3429,-99.66739,-98.60667,-99.31548
-68.06423,-72.31416,-81.25758,-87.85081,-91.66222,-95.58415,-113.2594,-118.2253,-122.1792,-127.6933,-128.8261,-130.9336,-129.8218,-144.4506,-149.5292,-141.6431,-148.7435,-158.8019,-148.6326,-154.2423,-137.4465,-134.0814,-142.4333,-113.3537,-130.2248,-120.8953,-124.7201,-126.0121,-114.8511,-107.6284,-102.2721,-101.9331
-84.08491,-69.16757,-92.39774,-94.52135,-98.66819,-108.1693,-117.4909,-138.6293,-130.3786,-121.4989,-147.9071,-144.5834,-153.7009,-144.919,-159.5193,-154.2728,-153.9654,-156.8776,-145.4138,-148.2753,-112.4143,-126.3001,-76.52009,-120.4629,-125.9764,-131.512,-129.0934,-125.8729,-115.4596,-117.1035,-106.7492,-104.0957
-75.94268,-82.59145,-84.56315,-92.08678,-101.5615,-108.6715,-120.6513,-127.233,-134.9781,-135.438,-141.6473,-152.4905,-148.5078,-153.7311,-158.2209,-157.297,-147.8008,-150.4262,-148.4698,-121.3896,-105.5762,-74.86056,-115.39,-61.61558,-138.5515,-130.8538,-141.8217,-128.6218,-119.7533,-112.8422,-106.463,-106.6781
-90.15621,-74.41927,-95.4173,-96.18069,-109.391,-108.1458,-130.0235,-129.8044,-133.7348,-135.5296,-156.7565,-145.4568,-154.4634,-151.6354,-157.9584,-172.5159,-130.9825,-133.4955,-81.13839,-77.62943,-53.98899,-45.93779,-37.75406,-95.35156,-93.49482,-129.6444,-120.8286,-137.3087,-119.5205,-114.5695,-107.4453,-113.7971
-74.45576,-91.41394,-94.03349,-94.43233,-103.8814,-120.1793,-128.4616,-137.4274,-132.5732,-143.7465,-139.8918,-148.5069,-157.8644,-151.64,-155.2697,-144.0585,-118.8366,-90.37945,-78.38122,-38.29206,-51.32501,-38.72313,-54.94773,-32.09195,-126.514,-89.53263,-133.0142,-124.2789,-131.0729,-122.0755,-110.5109,-107.5579
